time_s,CF955_flow_ml_min,F50_flow_ml_min,F100_flow_ml_min,F200_flow_ml_min,F350_flow_ml_min,F500_flow_ml_min,F1000_flow_ml_min,F5000_flow_ml_min,F12500_flow_ml_min
0,-0.01,-0.03,0.029,0.012,0.073,0.043,0.046,0.088,0.245
0.5,-0.011,-0.03,0.026,0.011,0.067,0.046,0.042,0.09,0.24
1,-0.01,-0.018,0.028,0.009,0.056,0.046,0.04,0.093,0.233
1.5,-0.01,-0.006,0.025,0.004,0.055,0.044,0.039,0.095,0.227
2,-0.01,-0.012,0.025,0,0.054,0.045,0.038,0.097,0.219
2.5,-0.01,-0.006,0.023,-0.001,0.054,0.037,0.037,0.096,0.207
3,-0.011,-0.009,0.02,0.001,0.05,0.033,0.04,0.092,0.192
3.5,-0.01,-0.015,0.02,0.005,0.057,0.034,0.042,0.09,0.165
4,-0.012,-0.02,0.022,0.004,0.063,0.033,0.04,0.087,0.13
4.5,-0.012,-0.016,0.031,0.003,0.063,0.03,0.032,0.085,0.069
5,-0.011,-0.014,0.03,0,0.061,0.034,0.028,0.086,-0.006
5.5,-0.011,-0.005,0.031,-0.002,0.053,0.033,0.027,0.085,-0.106
6,-0.011,0.007,0.032,-0.003,0.042,0.034,0.027,0.08,-0.159
6.5,-0.012,0.005,0.032,-0.014,0.043,0.033,0.024,0.077,-0.19
7,-0.012,0.011,0.034,-0.031,0.044,0.031,0.02,0.074,-0.202
7.5,-0.013,0.012,0.032,-0.069,0.042,0.025,0.01,0.072,-0.207
8,-0.014,0.013,0.034,-0.123,0.037,0.023,-0.026,0.071,-0.204
8.5,-0.014,0.013,0.031,-0.173,0.042,0.023,-0.106,0.067,-0.198
9,-0.014,0.009,0.03,-0.181,0.044,0.019,-0.222,0.062,-0.188
9.5,-0.012,0.009,0.03,-0.141,0.043,0.017,-0.355,0.056,-0.18
10,-0.012,0.01,0.026,-0.089,0.039,0.012,-0.497,0.047,-0.169
10.5,-0.012,0.017,0.029,-0.058,0.036,-0.004,-0.59,0.032,-0.16
11,-0.011,0.018,0.027,-0.042,0.028,-0.026,-0.571,0.015,-0.151
11.5,-0.012,0.024,0.026,-0.032,0.028,-0.051,-0.479,0.001,-0.141
12,-0.011,0.022,0.025,-0.029,0.029,-0.067,-0.384,-0.013,-0.132
12.5,-0.012,0.018,0.021,-0.021,0.025,-0.06,-0.302,-0.017,-0.122
13,-0.012,0.021,0.024,-0.026,0.023,-0.046,-0.237,-0.015,-0.113
13.5,-0.012,0.017,0.027,-0.027,0.031,-0.034,-0.184,-0.019,-0.105
14,-0.014,0.02,0.034,-0.028,0.034,-0.041,-0.15,-0.021,-0.098
14.5,-0.013,0.025,0.034,-0.031,0.031,-0.053,-0.124,-0.017,-0.089
15,-0.012,0.024,0.032,-0.03,0.028,-0.053,-0.095,-0.016,-0.078
15.5,-0.012,0.029,0.036,-0.027,0.02,-0.045,-0.07,-0.014,-0.07
16,-0.012,0.031,0.034,-0.03,0.018,-0.051,-0.054,-0.006,-0.061
16.5,-0.012,0.032,0.038,-0.035,0.017,-0.072,-0.039,0.002,-0.054
17,-0.012,0.03,0.036,-0.035,0.007,-0.063,-0.028,0.012,-0.047
17.5,-0.013,0.034,0.034,-0.036,-0.021,-0.033,-0.012,0.022,-0.039
18,-0.013,0.027,0.03,-0.035,-0.05,-0.009,0.005,0.03,-0.029
18.5,-0.014,0.025,0.026,-0.03,-0.057,-0.001,0.015,0.038,-0.019
19,-0.014,0.025,0.025,-0.027,-0.044,0,0.02,0.045,-0.011
19.5,-0.013,0.022,0.024,-0.025,-0.049,0.013,0.025,0.049,-0.003
20,-0.012,0.026,0.026,-0.03,-0.049,0.026,0.03,0.054,0.005
20.5,-0.01,0.026,0.024,-0.035,-0.026,0.028,0.033,0.063,0.01
21,-0.011,0.025,0.023,-0.045,-0.019,0.025,0.041,0.068,0.018
21.5,-0.011,0.024,0.026,-0.046,-0.026,0.034,0.047,0.072,0.025
22,-0.011,0.021,0.021,-0.03,-0.034,0.041,0.055,0.075,0.03
22.5,-0.012,0.021,0.023,-0.015,-0.037,0.041,0.062,0.076,0.035
23,-0.012,0.018,0.02,-0.008,-0.029,0.036,0.061,0.077,0.038
23.5,-0.013,0.018,0.024,-0.004,-0.02,0.044,0.062,0.082,0.041
24,-0.014,0.029,0.026,-0.007,-0.032,0.051,0.062,0.088,0.044
24.5,-0.013,0.028,0.027,-0.004,-0.042,0.058,0.058,0.09,0.049
25,-0.012,0.031,0.03,-0.002,-0.033,0.061,0.053,0.093,0.052
25.5,-0.012,0.03,0.029,-0.004,-0.014,0.056,0.052,0.094,0.055
26,-0.012,0.033,0.029,-0.003,0.01,0.052,0.055,0.092,0.057
26.5,-0.012,0.03,0.03,0.004,0.005,0.052,0.059,0.094,0.058
27,-0.013,0.03,0.029,0.009,0.003,0.052,0.061,0.096,0.06
27.5,-0.013,0.029,0.03,0.016,0.019,0.048,0.061,0.098,0.063
28,-0.014,0.025,0.022,0.018,0.03,0.046,0.056,0.096,0.067
28.5,-0.014,0.023,0.022,0.019,0.03,0.052,0.056,0.096,0.07
29,-0.014,0.022,0.021,0.013,0.026,0.059,0.056,0.095,0.072
29.5,-0.012,0.03,0.019,0.004,0.026,0.062,0.055,0.093,0.074
30,-0.012,0.028,0.019,0.006,0.03,0.062,0.05,0.096,0.074
30.5,-0.01,0.024,0.019,0.009,0.036,0.053,0.05,0.098,0.077
31,-0.011,0.026,0.021,0.016,0.035,0.053,0.058,0.098,0.08
31.5,-0.011,0.023,0.018,0.017,0.043,0.054,0.065,0.099,0.082
32,-0.012,0.024,0.016,0.018,0.051,0.052,0.068,0.099,0.084
32.5,-0.011,0.019,0.013,0.019,0.057,0.046,0.065,0.096,0.085
33,-0.012,0.017,0.015,0.017,0.057,0.045,0.061,0.097,0.086
33.5,-0.012,0.018,0.019,0.016,0.048,0.056,0.062,0.101,0.086
34,-0.012,0.026,0.016,0.012,0.051,0.063,0.062,0.103,0.088
34.5,-0.012,0.03,0.018,0.014,0.052,0.065,0.058,0.102,0.091
35,-0.012,0.031,0.015,0.022,0.049,0.063,0.053,0.102,0.092
35.5,-0.012,0.033,0.014,0.023,0.043,0.054,0.053,0.101,0.093
36,-0.012,0.033,0.019,0.028,0.044,0.056,0.058,0.099,0.094
36.5,-0.012,0.029,0.018,0.028,0.052,0.055,0.061,0.102,0.094
37,-0.013,0.033,0.018,0.032,0.056,0.051,0.062,0.105,0.095
37.5,-0.013,0.029,0.015,0.031,0.061,0.045,0.061,0.105,0.097
38,-0.013,0.032,0.011,0.028,0.057,0.046,0.058,0.105,0.101
38.5,-0.014,0.023,0.009,0.025,0.049,0.053,0.056,0.105,0.102
39,-0.013,0.017,0.008,0.019,0.051,0.058,0.057,0.102,0.102
39.5,-0.011,0.022,0.012,0.019,0.051,0.06,0.054,0.1,0.103
40,-0.011,0.023,0.011,0.021,0.046,0.058,0.049,0.103,0.104
40.5,-0.011,0.025,0.013,0.024,0.041,0.048,0.052,0.106,0.106
41,-0.011,0.024,0.013,0.025,0.051,0.049,0.057,0.105,0.109
41.5,-0.011,0.021,0.007,0.021,0.056,0.049,0.064,0.106,0.11
42,-0.011,0.02,0.006,0.021,0.062,0.046,0.067,0.105,0.11
42.5,-0.011,0.018,0.008,0.019,0.068,0.042,0.065,0.102,0.11
43,-0.011,0.017,0.013,0.017,0.061,0.047,0.061,0.104,0.11
43.5,-0.012,0.02,0.015,0.015,0.058,0.055,0.062,0.108,0.111
44,-0.012,0.026,0.014,0.012,0.058,0.06,0.061,0.109,0.114
44.5,-0.012,0.023,0.013,0.019,0.053,0.061,0.058,0.108,0.115
45,-0.012,0.025,0.012,0.023,0.048,0.056,0.052,0.109,0.115
45.5,-0.012,0.031,0.014,0.027,0.042,0.051,0.052,0.106,0.115
46,-0.012,0.028,0.012,0.027,0.046,0.054,0.056,0.104,0.115
46.5,-0.012,0.031,0.011,0.028,0.052,0.054,0.062,0.107,0.114
47,-0.012,0.028,0.012,0.029,0.056,0.051,0.065,0.11,0.115
47.5,-0.013,0.026,0.003,0.026,0.055,0.045,0.065,0.111,0.115
48,-0.013,0.022,-0.001,0.027,0.046,0.047,0.061,0.111,0.115
48.5,-0.012,0.016,0.001,0.023,0.045,0.056,0.061,0.11,0.113
49,-0.012,0.021,0.005,0.017,0.047,0.06,0.061,0.108,0.111
49.5,-0.011,0.023,0.005,0.022,0.046,0.06,0.057,0.111,0.11
50,-0.011,0.025,0.004,0.023,0.041,0.06,0.052,0.115,0.11
50.5,-0.011,0.024,0.002,0.024,0.037,0.058,0.055,0.116,0.108
51,-0.01,0.02,0,0.022,0.048,0.057,0.06,0.116,0.106
51.5,-0.01,0.022,0,0.023,0.059,0.054,0.065,0.116,0.104
52,-0.011,0.019,0.002,0.021,0.061,0.049,0.066,0.114,0.102
52.5,-0.011,0.019,0.005,0.019,0.058,0.045,0.065,0.115,0.1
53,-0.011,0.017,0.003,0.017,0.048,0.051,0.062,0.116,0.098
53.5,-0.012,0.019,-0.001,0.015,0.05,0.057,0.063,0.116,0.097
54,-0.012,0.018,-0.004,0.023,0.055,0.06,0.061,0.114,0.094
54.5,-0.012,0.029,-0.015,0.024,0.052,0.06,0.057,0.11,0.092
55,-0.013,0.035,-0.033,0.026,0.043,0.059,0.052,0.107,0.089
55.5,-0.012,0.024,-0.052,0.028,0.039,0.057,0.053,0.105,0.085
56,-0.013,0.033,-0.053,0.027,0.05,0.057,0.059,0.103,0.08
56.5,-0.012,0.021,-0.041,0.031,0.06,0.054,0.065,0.104,0.07
57,-0.012,0.021,-0.021,0.029,0.062,0.051,0.067,0.102,0.057
57.5,-0.012,0.023,-0.013,0.029,0.06,0.046,0.064,0.096,0.041
58,-0.012,0.023,-0.014,0.028,0.054,0.052,0.063,0.092,0.031
58.5,-0.012,0.022,-0.012,0.022,0.051,0.061,0.063,0.089,0.025
59,-0.011,0.024,-0.01,0.02,0.054,0.067,0.062,0.086,0.02
59.5,-0.011,0.024,-0.012,0.021,0.05,0.069,0.058,0.083,0.018
60,-0.011,0.025,-0.012,0.025,0.043,0.065,0.054,0.081,0.018
60.5,-0.011,0.024,-0.017,0.023,0.04,0.063,0.057,0.076,0.017
61,-0.012,0.025,-0.027,0.022,0.05,0.063,0.063,0.072,0.018
61.5,-0.01,0.021,-0.021,0.021,0.06,0.058,0.068,0.068,0.02
62,-0.011,0.021,-0.016,0.018,0.061,0.053,0.07,0.064,0.021
62.5,-0.011,0.017,-0.021,0.017,0.062,0.05,0.07,0.062,0.023
63,-0.013,0.015,-0.027,0.013,0.057,0.056,0.067,0.056,0.027
63.5,-0.014,0.017,-0.027,0.014,0.057,0.061,0.067,0.045,0.03
64,-0.014,0.023,-0.033,0.021,0.059,0.062,0.064,0.033,0.034
64.5,-0.014,0.029,-0.041,0.022,0.055,0.062,0.061,0.017,0.038
65,-0.013,0.033,-0.042,0.025,0.045,0.059,0.059,-0.001,0.04
65.5,-0.013,0.028,-0.042,0.028,0.039,0.056,0.064,-0.013,0.044
66,-0.013,0.029,-0.036,0.032,0.048,0.054,0.068,-0.017,0.047
66.5,-0.014,0.026,-0.024,0.031,0.058,0.053,0.072,-0.022,0.051
67,-0.014,0.027,-0.017,0.03,0.063,0.049,0.076,-0.027,0.054
67.5,-0.014,0.023,-0.017,0.029,0.062,0.048,0.074,-0.026,0.056
68,-0.014,0.024,-0.021,0.024,0.058,0.059,0.067,-0.024,0.058
68.5,-0.013,0.018,-0.025,0.017,0.056,0.069,0.066,-0.02,0.06
69,-0.013,0.019,-0.028,0.019,0.06,0.072,0.063,-0.011,0.063
69.5,-0.013,0.025,-0.02,0.023,0.055,0.07,0.06,-0.001,0.066
70,-0.014,0.023,-0.022,0.023,0.048,0.058,0.061,0.006,0.069
70.5,-0.014,0.028,-0.022,0.023,0.047,0.059,0.068,0.016,0.071
71,-0.013,0.027,-0.02,0.023,0.055,0.06,0.076,0.022,0.073
71.5,-0.013,0.022,-0.015,0.021,0.062,0.056,0.08,0.03,0.074
72,-0.012,0.019,-0.007,0.019,0.066,0.052,0.079,0.04,0.075
72.5,-0.013,0.014,0,0.017,0.063,0.056,0.071,0.048,0.078
73,-0.016,0.014,0.008,0.015,0.061,0.062,0.066,0.052,0.081
73.5,-0.015,0.019,0.008,0.017,0.058,0.068,0.062,0.057,0.081
74,-0.015,0.026,0.003,0.02,0.057,0.07,0.06,0.058,0.082
74.5,-0.014,0.026,0.002,0.023,0.053,0.064,0.055,0.061,0.083
75,-0.014,0.026,0.006,0.022,0.046,0.058,0.053,0.067,0.083
75.5,-0.014,0.033,0.009,0.025,0.048,0.056,0.053,0.073,0.085
76,-0.014,0.029,0.009,0.027,0.058,0.057,0.053,0.075,0.087
76.5,-0.015,0.029,0.008,0.026,0.066,0.054,0.054,0.078,0.088
77,-0.016,0.029,0.006,0.025,0.067,0.052,0.052,0.079,0.088
77.5,-0.015,0.025,0,0.023,0.065,0.056,0.043,0.078,0.089
78,-0.015,0.026,0,0.02,0.06,0.058,0.04,0.081,0.089
78.5,-0.015,0.02,0.001,0.015,0.058,0.057,0.041,0.086,0.088
79,-0.015,0.023,0.005,0.018,0.058,0.054,0.039,0.088,0.087
79.5,-0.014,0.026,0.011,0.023,0.056,0.047,0.034,0.089,0.09
80,-0.014,0.025,0.01,0.023,0.052,0.039,0.037,0.09,0.093
80.5,-0.015,0.025,0.016,0.023,0.058,0.037,0.04,0.09,0.095
81,-0.014,0.022,0.022,0.02,0.062,0.037,0.041,0.09,0.095
81.5,-0.014,0.022,0.027,0.019,0.064,0.034,0.038,0.093,0.094
82,-0.014,0.019,0.026,0.017,0.065,0.032,0.029,0.094,0.096
82.5,-0.015,0.014,0.025,0.014,0.064,0.037,0.029,0.094,0.097
83,-0.016,0.013,0.024,0.013,0.059,0.04,0.03,0.094,0.098
83.5,-0.016,0.016,0.016,0.014,0.055,0.039,0.03,0.093,0.099
84,-0.016,0.026,0.017,0.023,0.053,0.039,0.028,0.092,0.1
84.5,-0.016,0.024,0.023,0.027,0.049,0.03,0.029,0.093,0.098
85,-0.016,0.034,0.021,0.028,0.047,0.028,0.034,0.096,0.099
85.5,-0.016,0.031,0.022,0.03,0.053,0.028,0.035,0.098,0.1
86,-0.016,0.032,0.021,0.028,0.055,0.028,0.032,0.098,0.102
86.5,-0.016,0.034,0.022,0.03,0.054,0.025,0.025,0.098,0.103
87,-0.016,0.029,0.02,0.027,0.055,0.027,0.019,0.097,0.104
87.5,-0.016,0.035,0.019,0.025,0.048,0.029,0.012,0.096,0.104
88,-0.015,0.026,0.014,0.018,0.036,0.03,-0.002,0.098,0.102
88.5,-0.015,0.02,0.011,0.018,0.036,0.03,-0.028,0.098,0.104
89,-0.015,0.025,0.018,0.026,0.035,0.023,-0.038,0.098,0.106
89.5,-0.016,0.026,0.024,0.025,0.032,0.018,-0.04,0.098,0.108
90,-0.016,0.03,0.028,0.025,0.031,0.013,-0.04,0.096,0.109
90.5,-0.016,0.026,0.03,0.023,0.035,0,-0.038,0.094,0.109
91,-0.018,0.027,0.029,0.02,0.039,-0.027,-0.046,0.095,0.109
91.5,-0.03,0.023,0.029,0.019,0.04,-0.052,-0.051,0.098,0.109
92,-0.031,0.018,0.027,0.016,0.039,-0.062,-0.048,0.099,0.111
92.5,-0.024,0.019,0.028,0.015,0.027,-0.048,-0.043,0.099,0.112
93,-0.022,0.017,0.021,0.012,0.028,-0.042,-0.035,0.1,0.112
93.5,-0.022,0.028,0.016,0.019,0.029,-0.054,-0.037,0.097,0.113
94,-0.021,0.028,0.018,0.026,0.029,-0.05,-0.034,0.096,0.113
94.5,-0.02,0.027,0.02,0.025,0.024,-0.041,-0.027,0.098,0.112
95,-0.02,0.029,0.022,0.032,0.025,-0.031,-0.019,0.102,0.113
95.5,-0.02,0.027,0.02,0.031,0.03,-0.029,-0.018,0.104,0.115
96,-0.021,0.031,0.02,0.032,0.03,-0.047,-0.018,0.102,0.117
96.5,-0.022,0.028,0.019,0.029,0.028,-0.048,-0.014,0.102,0.118
97,-0.026,0.03,0.017,0.027,0.015,-0.037,-0.003,0.101,0.118
97.5,-0.023,0.028,0.016,0.027,0.006,-0.025,0.009,0.101,0.117
98,-0.022,0.021,0.012,0.022,-0.004,-0.027,0.013,0.103,0.117
98.5,-0.022,0.021,0.022,0.023,-0.026,-0.032,0.017,0.106,0.119
99,-0.022,0.022,0.024,0.021,-0.055,-0.027,0.026,0.108,0.121
99.5,-0.024,0.026,0.027,0.022,-0.064,-0.011,0.034,0.108,0.122
100,-0.025,0.026,0.032,0.025,-0.053,0.006,0.038,0.107,0.12
100.5,-0.026,0.025,0.029,0.023,-0.04,0.011,0.038,0.104,0.119
101,-0.026,0.024,0.031,0.023,-0.03,0.021,0.043,0.106,0.118
101.5,-0.024,0.019,0.026,0.02,-0.034,0.03,0.045,0.109,0.118
102,-0.022,0.021,0.028,0.019,-0.028,0.036,0.045,0.111,0.118
102.5,-0.02,0.018,0.023,0.016,-0.022,0.034,0.042,0.112,0.118
103,-0.02,0.019,0.014,0.013,-0.033,0.037,0.046,0.112,0.116
103.5,-0.02,0.024,0.017,0.021,-0.042,0.043,0.053,0.11,0.113
104,-0.02,0.028,0.019,0.024,-0.04,0.046,0.058,0.11,0.111
104.5,-0.02,0.037,0.022,0.028,-0.037,0.044,0.06,0.113,0.109
105,-0.022,0.034,0.022,0.029,-0.03,0.039,0.056,0.114,0.108
105.5,-0.022,0.038,0.021,0.028,-0.022,0.046,0.056,0.115,0.106
106,-0.021,0.031,0.02,0.029,-0.021,0.055,0.056,0.113,0.105
106.5,-0.02,0.03,0.017,0.027,-0.013,0.06,0.056,0.111,0.103
107,-0.02,0.031,0.017,0.03,0.002,0.06,0.052,0.108,0.1
107.5,-0.018,0.022,0.013,0.028,-0.004,0.053,0.05,0.109,0.097
108,-0.018,0.021,0.019,0.029,-0.01,0.051,0.055,0.11,0.096
108.5,-0.019,0.026,0.023,0.028,0.001,0.052,0.059,0.11,0.094
109,-0.019,0.026,0.022,0.026,0.02,0.049,0.062,0.106,0.09
109.5,-0.02,0.027,0.026,0.027,0.032,0.043,0.061,0.102,0.085
110,-0.019,0.024,0.026,0.024,0.039,0.043,0.057,0.098,0.078
110.5,-0.017,0.027,0.028,0.025,0.037,0.053,0.058,0.095,0.068
111,-0.015,0.024,0.026,0.022,0.04,0.061,0.059,0.093,0.054
111.5,-0.014,0.026,0.024,0.02,0.044,0.065,0.057,0.091,0.041
112,-0.014,0.02,0.024,0.019,0.044,0.061,0.052,0.089,0.031
112.5,-0.016,0.018,0.019,0.016,0.041,0.057,0.053,0.085,0.025
113,-0.018,0.028,0.017,0.014,0.039,0.061,0.06,0.082,0.024
113.5,-0.018,0.026,0.019,0.022,0.049,0.06,0.066,0.079,0.023
114,-0.017,0.032,0.023,0.027,0.059,0.052,0.07,0.078,0.022
114.5,-0.014,0.034,0.021,0.029,0.06,0.043,0.067,0.077,0.023
115,-0.013,0.031,0.02,0.027,0.055,0.049,0.063,0.074,0.024
115.5,-0.012,0.029,0.02,0.032,0.044,0.057,0.062,0.069,0.024
116,-0.012,0.03,0.017,0.029,0.046,0.059,0.06,0.066,0.027
116.5,-0.012,0.03,0.017,0.031,0.045,0.061,0.055,0.059,0.029
117,-0.011,0.023,0.014,0.03,0.043,0.054,0.048,0.052,0.032
117.5,-0.012,0.024,0.011,0.028,0.04,0.049,0.048,0.036,0.037
118,-0.012,0.015,0.015,0.029,0.047,0.05,0.053,0.014,0.041
118.5,-0.012,0.015,0.021,0.027,0.054,0.049,0.055,-0.003,0.044
119,-0.013,0.022,0.025,0.028,0.059,0.045,0.057,-0.017,0.047
119.5,-0.013,0.019,0.026,0.024,0.059,0.036,0.055,-0.024,0.049
120,-0.013,0.021,0.027,0.024,0.053,0.042,0.05,-0.026,0.051
120.5,-0.012,0.022,0.028,0.024,0.049,0.055,0.054,-0.024,0.053
121,-0.012,0.02,0.025,0.022,0.052,0.06,0.054,-0.022,0.056
121.5,-0.012,0.017,0.028,0.024,0.05,0.055,0.052,-0.021,0.058
122,-0.013,0.011,0.024,0.019,0.046,0.048,0.046,-0.016,0.06
122.5,-0.014,0.02,0.025,0.02,0.042,0.049,0.045,-0.008,0.062
123,-0.014,0.021,0.021,0.025,0.048,0.054,0.055,-0.003,0.062
123.5,-0.014,0.024,0.022,0.026,0.056,0.053,0.062,0.006,0.065
124,-0.013,0.024,0.024,0.028,0.061,0.048,0.063,0.016,0.068
124.5,-0.012,0.019,0.022,0.028,0.062,0.041,0.06,0.022,0.071
125,-0.012,0.021,0.022,0.031,0.055,0.048,0.057,0.029,0.072
125.5,-0.012,0.018,0.021,0.032,0.052,0.057,0.059,0.033,0.074
126,-0.012,0.021,0.019,0.033,0.052,0.063,0.059,0.039,0.075
126.5,-0.012,0.022,0.018,0.033,0.049,0.061,0.055,0.048,0.077
127,-0.012,0.015,0.014,0.029,0.043,0.056,0.048,0.054,0.08
127.5,-0.012,0.008,0.015,0.03,0.039,0.052,0.05,0.058,0.082
128,-0.012,0.009,0.02,0.028,0.044,0.055,0.058,0.062,0.084
128.5,-0.014,0.012,0.024,0.027,0.053,0.052,0.064,0.064,0.084
129,-0.012,0.011,0.027,0.025,0.057,0.05,0.065,0.065,0.084
129.5,-0.012,0.013,0.025,0.022,0.055,0.039,0.061,0.07,0.085
130,-0.012,0.011,0.028,0.022,0.048,0.05,0.058,0.076,0.087
130.5,-0.012,0.009,0.027,0.02,0.048,0.059,0.059,0.078,0.088
131,-0.013,0.01,0.027,0.021,0.051,0.063,0.059,0.08,0.089
131.5,-0.013,0.007,0.024,0.019,0.05,0.062,0.054,0.082,0.09
132,-0.013,0.006,0.024,0.019,0.045,0.053,0.05,0.082,0.09
132.5,-0.014,0.011,0.024,0.022,0.042,0.055,0.053,0.084,0.09
133,-0.014,0.009,0.018,0.023,0.052,0.057,0.058,0.088,0.09
133.5,-0.014,0.014,0.022,0.029,0.06,0.054,0.065,0.09,0.092
134,-0.012,0.013,0.023,0.029,0.063,0.046,0.067,0.092,0.094
134.5,-0.012,0.014,0.023,0.029,0.062,0.039,0.064,0.092,0.094
135,-0.011,0.015,0.024,0.031,0.053,0.048,0.061,0.092,0.096
135.5,-0.011,0.013,0.019,0.026,0.055,0.062,0.064,0.09,0.096
136,-0.01,0.012,0.02,0.031,0.055,0.065,0.062,0.091,0.096
136.5,-0.012,0.01,0.016,0.03,0.051,0.061,0.057,0.093,0.096
137,-0.012,0.004,0.017,0.03,0.044,0.054,0.049,0.094,0.097
137.5,-0.012,0.003,0.015,0.028,0.04,0.057,0.05,0.094,0.098
138,-0.013,0.007,0.019,0.025,0.05,0.059,0.059,0.094,0.099
138.5,-0.014,0.009,0.023,0.024,0.057,0.054,0.067,0.093,0.1
139,-0.013,0.005,0.023,0.022,0.057,0.045,0.07,0.093,0.1
139.5,-0.012,0.008,0.03,0.024,0.055,0.045,0.065,0.095,0.099
140,-0.012,0.005,0.029,0.021,0.046,0.055,0.061,0.097,0.1
140.5,-0.012,0.002,0.031,0.022,0.048,0.073,0.063,0.097,0.102
141,-0.012,0.003,0.031,0.021,0.052,0.065,0.061,0.097,0.104
141.5,-0.013,0.007,0.028,0.017,0.049,0.059,0.056,0.097,0.104
142,-0.013,0.006,0.03,0.015,0.041,0.054,0.054,0.094,0.105
142.5,-0.014,0.006,0.02,0.019,0.037,0.057,0.059,0.094,0.104
143,-0.014,0.01,0.02,0.022,0.05,0.062,0.065,0.097,0.104
143.5,-0.012,0.007,0.026,0.022,0.062,0.058,0.07,0.098,0.106
144,-0.012,0.005,0.027,0.023,0.062,0.05,0.071,0.096,0.108
144.5,-0.011,0.005,0.025,0.021,0.059,0.058,0.067,0.098,0.109
145,-0.011,0.001,0.023,0.02,0.05,0.061,0.064,0.096,0.11
145.5,-0.011,-0.004,0.023,0.022,0.056,0.066,0.063,0.094,0.11
146,-0.012,-0.025,0.019,0.023,0.057,0.066,0.06,0.096,0.11
146.5,-0.012,-0.039,0.017,0.022,0.051,0.063,0.055,0.099,0.111
147,-0.012,-0.046,0.016,0.02,0.041,0.059,0.056,0.1,0.113
147.5,-0.013,-0.046,0.012,0.015,0.041,0.059,0.063,0.1,0.114
148,-0.013,-0.037,0.022,0.015,0.057,0.056,0.068,0.1,0.114
148.5,-0.014,-0.026,0.023,0.013,0.065,0.051,0.071,0.098,0.115
149,-0.014,-0.023,0.026,0.013,0.064,0.048,0.071,0.097,0.115
149.5,-0.014,-0.018,0.028,0.011,0.059,0.056,0.068,0.1,0.115
150,-0.014,-0.014,0.028,0.011,0.055,0.064,0.066,0.103,0.118
150.5,-0.014,-0.019,0.026,0.011,0.056,0.068,0.063,0.104,0.12
151,-0.014,-0.019,0.023,0.008,0.057,0.068,0.059,0.104,0.121
151.5,-0.014,-0.018,0.026,0.012,0.049,0.067,0.057,0.103,0.121
152,-0.014,-0.016,0.024,0.015,0.044,0.061,0.059,0.101,0.121
152.5,-0.014,-0.016,0.018,0.015,0.051,0.059,0.063,0.101,0.121
153,-0.014,-0.017,0.017,0.015,0.059,0.058,0.066,0.105,0.121
153.5,-0.012,-0.019,0.021,0.011,0.067,0.056,0.066,0.109,0.121
154,-0.012,-0.024,0.025,0.012,0.068,0.059,0.066,0.11,0.121
154.5,-0.012,-0.031,0.023,0.011,0.063,0.065,0.062,0.11,0.12
155,-0.012,-0.037,0.022,0.011,0.06,0.066,0.059,0.108,0.118
155.5,-0.011,-0.039,0.021,0.013,0.06,0.064,0.055,0.108,0.117
156,-0.011,-0.025,0.017,0.01,0.057,0.063,0.051,0.111,0.116
156.5,-0.011,-0.023,0.015,0.009,0.052,0.058,0.052,0.112,0.115
157,-0.012,-0.025,0.012,0.008,0.048,0.052,0.054,0.112,0.114
157.5,-0.013,-0.026,0.013,0.008,0.052,0.049,0.053,0.111,0.111
158,-0.013,-0.029,0.019,0.007,0.063,0.044,0.05,0.11,0.109
158.5,-0.013,-0.017,0.028,0.005,0.07,0.045,0.047,0.107,0.108
159,-0.012,-0.013,0.032,0.003,0.07,0.05,0.045,0.107,0.106
159.5,-0.012,-0.022,0.031,0.004,0.066,0.051,0.043,0.111,0.104
160,-0.011,-0.029,0.033,0.006,0.059,0.054,0.039,0.111,0.103
160.5,-0.012,-0.03,0.029,0.008,0.057,0.055,0.034,0.108,0.101
161,-0.013,-0.032,0.03,0.009,0.055,0.052,0.035,0.108,0.098
161.5,-0.013,-0.029,0.028,0.009,0.051,0.039,0.038,0.105,0.095
162,-0.014,-0.022,0.022,0.006,0.049,0.036,0.038,0.104,0.093
162.5,-0.014,-0.013,0.019,0.008,0.058,0.036,0.036,0.104,0.091
163,-0.014,-0.005,0.022,0.005,0.065,0.035,0.035,0.103,0.088
163.5,-0.013,-0.007,0.029,0.007,0.067,0.03,0.034,0.098,0.081
164,-0.012,-0.018,0.028,0.007,0.066,0.029,0.031,0.094,0.071
164.5,-0.011,-0.018,0.025,0.007,0.051,0.03,0.029,0.091,0.06
165,-0.011,-0.017,0.024,0.008,0.045,0.032,0.028,0.088,0.048
165.5,-0.01,-0.013,0.019,0.003,0.045,0.032,0.028,0.087,0.037
166,-0.011,-0.004,0.019,-0.003,0.043,0.026,0.027,0.086,0.03
166.5,-0.012,-0.001,0.015,-0.011,0.039,0.021,0.026,0.084,0.026
167,-0.012,0.003,0.016,-0.017,0.043,0.022,0.026,0.08,0.023
167.5,-0.011,0.004,0.021,-0.025,0.046,0.022,0.021,0.077,0.022
168,-0.012,0.004,0.026,-0.038,0.048,0.02,0.012,0.073,0.023
168.5,-0.012,0.008,0.031,-0.051,0.047,0.019,-0.011,0.07,0.022
169,-0.012,0.004,0.032,-0.06,0.047,0.025,-0.026,0.068,0.023
