time_s,CF955_flow_ml_min,F50_flow_ml_min,F100_flow_ml_min,F200_flow_ml_min,F350_flow_ml_min,F500_flow_ml_min,F1000_flow_ml_min,F5000_flow_ml_min,F12500_flow_ml_min
710.5,-0.012,0.014,-0.045,0.026,0.044,,,,
711,-0.01,0.013,-0.045,0.025,0.037,,,,
711.5,-0.009,0.01,-0.038,0.023,0.049,,,,
712,-0.008,0.008,-0.032,0.022,0.056,,,,
712.5,-0.008,0.019,-0.024,0.015,0.061,,,,
713,-0.009,0.023,-0.015,0.014,0.06,,,,
713.5,-0.009,0.025,-0.009,0.019,0.057,,,,
714,-0.011,0.032,-0.016,0.021,0.055,,,,
714.5,-0.011,0.031,-0.022,0.022,0.055,,,,
715,-0.009,0.024,-0.024,0.02,0.051,,,,
715.5,-0.008,0.027,-0.024,0.02,0.045,,,,
716,-0.008,0.021,-0.013,0.017,0.047,,,,
716.5,-0.008,0.022,-0.006,0.016,0.056,,,,
717,-0.008,0.016,-0.001,0.014,0.063,,,,
717.5,-0.008,0.018,0.008,0.011,0.067,,,,
718,-0.008,0.026,0.013,0.018,0.068,,,,
718.5,-0.008,0.022,0,0.022,0.064,,,,
719,-0.009,0.024,-0.005,0.026,0.059,,,,
719.5,-0.012,0.021,-0.007,0.027,0.057,,,,
720,-0.013,0.017,-0.004,0.026,0.052,,,,
720.5,-0.012,0.016,-0.001,0.028,0.049,,,,
721,-0.011,0.011,0,0.025,0.056,,,,
721.5,-0.01,0.012,0.004,0.026,0.063,,,,
722,-0.01,0.015,0.006,0.024,0.065,,,,
722.5,-0.01,0.027,0.007,0.022,0.064,,,,
723,-0.011,0.024,0.008,0.02,0.061,,,,
723.5,-0.012,0.027,0.001,0.021,0.054,,,,
724,-0.012,0.029,0.007,0.024,0.049,,,,
724.5,-0.012,0.026,0.014,0.021,0.049,,,,
725,-0.012,0.029,0.02,0.021,0.048,,,,
725.5,-0.01,0.026,0.02,0.02,0.045,,,,
726,-0.01,0.024,0.02,0.017,0.051,,,,
726.5,-0.01,0.017,0.023,0.017,0.063,,,,
727,-0.01,0.016,0.022,0.014,0.065,,,,
727.5,-0.01,0.023,0.026,0.014,0.063,,,,
728,-0.011,0.023,0.014,0.022,0.054,,,,
728.5,-0.011,0.025,0.01,0.023,0.046,,,,
729,-0.013,0.021,0.015,0.025,0.047,,,,
729.5,-0.014,0.017,0.019,0.024,0.046,,,,
730,-0.014,0.017,0.022,0.027,0.045,,,,
730.5,-0.013,0.012,0.021,0.026,0.042,,,,
731,-0.014,0.013,0.021,0.026,0.046,,,,
731.5,-0.015,0.011,0.02,0.023,0.049,,,,
732,-0.02,0.019,0.015,0.021,0.046,,,,
732.5,-0.036,0.022,0.013,0.021,0.045,,,,
733,-0.051,0.025,0.008,0.018,0.038,,,,
733.5,-0.038,0.031,0.009,0.023,0.029,,,,
734,-0.024,0.028,0.022,0.023,0.029,,,,
734.5,-0.02,0.03,0.026,0.022,0.029,,,,
735,-0.019,0.028,0.03,0.021,0.027,,,,
735.5,-0.017,0.025,0.027,0.019,0.027,,,,
736,-0.016,0.026,0.029,0.019,0.034,,,,
736.5,-0.017,0.019,0.028,0.017,0.034,,,,
737,-0.022,0.023,0.025,0.014,0.032,,,,
737.5,-0.026,0.024,0.021,0.013,0.03,,,,
738,-0.028,0.026,0.015,0.019,0.026,,,,
738.5,-0.032,0.024,0.016,0.025,0.024,,,,
739,-0.029,0.02,0.019,0.025,0.024,,,,
739.5,-0.026,0.021,0.025,0.031,0.022,,,,
740,-0.026,0.018,0.024,0.03,0.016,,,,
740.5,-0.026,0.018,0.02,0.027,0.017,,,,
741,-0.024,0.019,0.019,0.03,0.018,,,,
741.5,-0.021,0.019,0.015,0.028,0.013,,,,
742,-0.025,0.025,0.015,0.029,-0.013,,,,
742.5,-0.027,0.026,0.011,0.02,-0.055,,,,
743,-0.028,0.034,0.01,0.024,-0.069,,,,
743.5,-0.028,0.03,0.021,0.028,-0.047,,,,
744,-0.026,0.032,0.022,0.025,-0.027,,,,
744.5,-0.024,0.028,0.03,0.026,-0.024,,,,
745,-0.025,0.027,0.029,0.023,-0.027,,,,
745.5,-0.023,0.03,0.031,0.022,-0.031,,,,
746,-0.021,0.028,0.029,0.018,-0.032,,,,
746.5,-0.023,0.025,0.026,0.015,-0.049,,,,
747,-0.025,0.023,0.022,0.014,-0.071,,,,
747.5,-0.026,0.023,0.021,0.015,-0.055,,,,
748,-0.024,0.026,0.022,0.025,-0.036,,,,
748.5,-0.02,0.023,0.018,0.024,-0.018,,,,
749,-0.017,0.024,0.02,0.025,-0.01,,,,
749.5,-0.018,0.023,0.024,0.029,-0.014,,,,
750,-0.019,0.023,0.022,0.026,-0.012,,,,
750.5,-0.016,0.023,0.023,0.026,0.004,,,,
751,-0.018,0.022,0.02,0.024,0.012,,,,
751.5,-0.018,0.03,0.019,0.025,0.007,,,,
752,-0.018,0.029,0.016,0.023,0.011,,,,
752.5,-0.02,0.027,0.011,0.017,0.023,,,,
753,-0.018,0.027,0.02,0.02,0.026,,,,
753.5,-0.016,0.025,0.021,0.022,0.025,,,,
754,-0.014,0.027,0.022,0.024,0.03,,,,
754.5,-0.011,0.023,0.028,0.023,0.039,,,,
755,-0.01,0.026,0.027,0.019,0.049,,,,
755.5,-0.006,0.026,0.027,0.019,0.05,,,,
756,-0.008,0.017,0.025,0.015,0.045,,,,
756.5,-0.009,0.023,0.026,0.014,0.047,,,,
757,-0.008,0.018,0.021,0.014,0.048,,,,
757.5,-0.009,0.019,0.015,0.016,0.045,,,,
758,-0.007,0.018,0.008,0.023,0.04,,,,
758.5,-0.008,0.017,0.015,0.024,0.044,,,,
759,-0.007,0.013,0.023,0.032,0.053,,,,
759.5,-0.009,0.014,0.022,0.032,0.059,,,,
760,-0.01,0.018,0.022,0.031,0.062,,,,
760.5,-0.01,0.016,0.02,0.03,0.058,,,,
761,-0.011,0.021,0.019,0.027,0.05,,,,
761.5,-0.007,0.021,0.015,0.027,0.052,,,,
762,-0.006,0.017,0.011,0.021,0.05,,,,
762.5,-0.005,0.021,0.01,0.02,0.044,,,,
763,-0.003,0.02,0.012,0.024,0.039,,,,
763.5,-0.003,0.025,0.022,0.027,0.043,,,,
764,-0.003,0.022,0.026,0.027,0.048,,,,
764.5,-0.004,0.021,0.026,0.023,0.054,,,,
765,-0.004,0.02,0.032,0.023,0.055,,,,
765.5,-0.008,0.012,0.028,0.019,0.048,,,,
766,-0.008,0.005,0.031,0.018,0.046,,,,
766.5,-0.006,0.006,0.029,0.018,0.049,,,,
767,-0.007,0.01,0.025,0.017,0.048,,,,
767.5,-0.006,0.011,0.015,0.025,0.043,,,,
768,-0.006,0.008,0.012,0.027,0.039,,,,
768.5,-0.007,0.011,0.017,0.032,0.047,,,,
769,-0.008,0.008,0.023,0.034,0.059,,,,
769.5,-0.009,0.008,0.025,0.034,0.062,,,,
770,-0.011,0.005,0.024,0.034,0.059,,,,
770.5,-0.012,0.002,0.018,0.03,0.046,,,,
771,-0.008,0.006,0.019,0.03,0.046,,,,
771.5,-0.006,0.004,0.014,0.026,0.048,,,,
772,-0.007,0.007,0.011,0.026,0.046,,,,
772.5,-0.005,0.007,0.009,0.024,0.041,,,,
773,-0.006,0.011,0.016,0.022,0.039,,,,
773.5,-0.005,0.008,0.024,0.025,0.048,,,,
774,-0.005,0.007,0.026,0.024,0.056,,,,
774.5,-0.005,0.008,0.032,0.026,0.059,,,,
775,-0.006,0.004,0.029,0.022,0.056,,,,
775.5,-0.009,-0.004,0.029,0.022,0.051,,,,
776,-0.008,-0.002,0.027,0.021,0.047,,,,
776.5,-0.006,0,0.024,0.019,0.049,,,,
777,-0.005,0.004,0.021,0.028,0.048,,,,
777.5,-0.005,0.002,0.014,0.028,0.043,,,,
778,-0.007,0.003,0.016,0.03,0.04,,,,
778.5,-0.006,0.001,0.02,0.034,0.048,,,,
779,-0.008,0.002,0.021,0.032,0.057,,,,
779.5,-0.009,-0.002,0.022,0.032,0.061,,,,
780,-0.01,-0.002,0.019,0.029,0.058,,,,
780.5,-0.01,0.003,0.019,0.029,0.051,,,,
781,-0.008,0.005,0.016,0.028,0.05,,,,
781.5,-0.006,0.007,0.013,0.025,0.051,,,,
782,-0.003,0.007,0.011,0.023,0.048,,,,
782.5,-0.002,0.002,0.007,0.02,0.042,,,,
783,-0.001,0.002,0.016,0.022,0.035,,,,
783.5,-0.003,-0.003,0.023,0.021,0.045,,,,
784,-0.003,-0.01,0.027,0.021,0.056,,,,
784.5,-0.003,-0.031,0.03,0.023,0.058,,,,
785,-0.006,-0.06,0.027,0.018,0.057,,,,
785.5,-0.008,-0.08,0.028,0.019,0.053,,,,
786,-0.008,-0.059,0.024,0.015,0.053,,,,
786.5,-0.007,-0.037,0.025,0.017,0.052,,,,
787,-0.005,-0.026,0.021,0.023,0.049,,,,
787.5,-0.006,-0.027,0.015,0.024,0.042,,,,
788,-0.006,-0.023,0.02,0.025,0.042,,,,
788.5,-0.007,-0.02,0.024,0.024,0.051,,,,
789,-0.007,-0.017,0.026,0.024,0.056,,,,
789.5,-0.01,-0.018,0.024,0.024,0.06,,,,
790,-0.011,-0.016,0.023,0.023,0.058,,,,
790.5,-0.01,-0.018,0.02,0.022,0.054,,,,
791,-0.007,-0.023,0.015,0.017,0.053,,,,
791.5,-0.004,-0.025,0.014,0.014,0.052,,,,
792,-0.004,-0.024,0.011,0.01,0.048,,,,
792.5,-0.003,-0.022,0.013,0.012,0.041,,,,
793,-0.002,-0.035,0.022,0.013,0.043,,,,
793.5,-0.003,-0.045,0.025,0.012,0.052,,,,
794,-0.002,-0.049,0.027,0.013,0.056,,,,
794.5,-0.005,-0.048,0.026,0.012,0.061,,,,
795,-0.005,-0.039,0.027,0.011,0.061,,,,
795.5,-0.006,-0.031,0.028,0.005,0.058,,,,
796,-0.007,-0.027,0.027,0.01,0.055,,,,
796.5,-0.006,-0.028,0.027,0.014,0.052,,,,
797,-0.006,-0.033,0.024,0.013,0.05,,,,
797.5,-0.004,-0.033,0.026,0.017,0.046,,,,
798,-0.004,-0.021,0.023,0.016,0.049,,,,
798.5,-0.006,-0.032,0.026,0.014,0.058,,,,
799,-0.005,-0.033,0.024,0.012,0.062,,,,
799.5,-0.007,-0.027,0.022,0.012,0.062,,,,
800,-0.008,-0.022,0.022,0.015,0.063,,,,
800.5,-0.008,-0.018,0.018,0.008,0.063,,,,
801,-0.005,-0.009,0.019,0.002,0.058,,,,
801.5,-0.006,-0.005,0.017,0.003,0.054,,,,
802,-0.005,-0.004,0.015,0.004,0.05,,,,
802.5,-0.002,-0.01,0.024,0.005,0.047,,,,
803,-0.002,-0.015,0.023,0.006,0.06,,,,
803.5,-0.002,-0.011,0.028,0.007,0.062,,,,
804,-0.002,-0.008,0.029,0.005,0.062,,,,
804.5,-0.003,-0.003,0.031,0.004,0.064,,,,
805,-0.003,0.002,0.03,0,0.059,,,,
805.5,-0.008,0.01,0.027,0.004,0.055,,,,
806,-0.007,0.009,0.026,0.007,0.055,,,,
806.5,-0.004,0.008,0.024,0.006,0.051,,,,
807,-0.003,0.008,0.024,0.008,0.05,,,,
807.5,-0.007,-0.001,0.026,0.006,0.052,,,,
808,-0.01,0.009,0.023,0.005,0.055,,,,
808.5,-0.005,0.016,0.025,0.006,0.059,,,,
809,-0.006,0.019,0.024,0.005,0.064,,,,
809.5,-0.008,0.026,0.024,0.006,0.063,,,,
810,-0.009,0.023,0.021,0.003,0.056,,,,
810.5,-0.011,0.027,0.021,0.001,0.048,,,,
811,-0.006,0.023,0.019,0.001,0.045,,,,
811.5,-0.004,0.019,0.016,0,0.042,,,,
812,-0.002,0.013,0.024,-0.001,0.036,,,,
812.5,-0.002,0.009,0.026,-0.006,0.033,,,,
813,-0.002,0.014,0.031,-0.011,0.034,,,,
813.5,-0.002,0.018,0.031,-0.016,0.037,,,,
814,-0.003,0.018,0.03,-0.029,0.038,,,,
814.5,-0.002,0.019,0.031,-0.044,0.037,,,,
815,-0.005,0.017,0.03,-0.058,0.024,,,,
815.5,-0.008,0.017,0.035,-0.058,0.024,,,,
816,-0.008,0.012,0.03,-0.048,0.027,,,,
816.5,-0.006,0.01,0.031,-0.031,0.027,,,,
817,-0.004,0.01,0.031,-0.021,0.024,,,,
817.5,-0.005,0.021,0.025,-0.02,0.024,,,,
818,-0.003,0.025,0.027,-0.022,0.032,,,,
818.5,-0.004,0.023,0.025,-0.028,0.032,,,,
819,-0.006,0.027,0.026,-0.034,0.029,,,,
819.5,-0.007,0.027,0.023,-0.039,0.019,,,,
820,-0.009,0.026,0.02,-0.04,0.017,,,,
820.5,-0.009,0.026,0.02,-0.029,0.02,,,,
821,-0.005,0.02,0.019,-0.026,0.019,,,,
821.5,-0.004,0.019,0.024,-0.027,0.015,,,,
822,-0.003,0.013,0.027,-0.017,0.01,,,,
822.5,-0.002,0.021,0.025,-0.005,0.01,,,,
823,-0.001,0.02,0.026,-0.021,-0.005,,,,
823.5,-0.002,0.02,0.024,-0.024,-0.05,,,,
824,-0.001,0.021,0.027,-0.031,-0.076,,,,
824.5,-0.003,0.016,0.026,-0.032,-0.066,,,,
825,-0.005,0.018,0.029,-0.029,-0.037,,,,
825.5,-0.007,0.015,0.028,-0.024,-0.03,,,,
826,-0.007,0.014,0.025,-0.019,-0.034,,,,
826.5,-0.004,0.009,0.027,-0.016,-0.042,,,,
827,-0.005,0.014,0.015,-0.016,-0.046,,,,
827.5,-0.005,0.022,0.019,-0.02,-0.049,,,,
828,-0.004,0.022,0.02,-0.027,-0.045,,,,
828.5,-0.006,0.026,0.021,-0.027,-0.044,,,,
829,-0.006,0.027,0.023,-0.027,-0.049,,,,
829.5,-0.008,0.025,0.019,-0.025,-0.03,,,,
830,-0.009,0.028,0.022,-0.022,-0.015,,,,
830.5,-0.008,0.024,0.02,-0.017,-0.006,,,,
831,-0.005,0.025,0.02,-0.011,-0.001,,,,
831.5,-0.002,0.016,0.018,-0.009,0.003,,,,
832,-0.002,0.016,0.019,-0.011,0.017,,,,
832.5,-0.001,0.021,0.026,-0.01,0.028,,,,
833,-0.003,0.021,0.026,-0.009,0.028,,,,
833.5,-0.003,0.021,0.028,-0.008,0.021,,,,
834,-0.002,0.02,0.028,-0.004,0.023,,,,
834.5,-0.003,0.02,0.026,0,0.027,,,,
835,-0.003,0.019,0.025,0.008,0.029,,,,
835.5,-0.006,0.015,0.023,0.008,0.032,,,,
836,-0.004,0.015,0.015,0.011,0.043,,,,
836.5,-0.003,0.015,0.008,0.013,0.051,,,,
837,-0.003,0.026,0.012,0.006,0.053,,,,
837.5,-0.003,0.022,0.015,0.004,0.051,,,,
838,-0.004,0.023,0.008,0.005,0.043,,,,
838.5,-0.004,0.025,0.014,0.011,0.047,,,,
839,-0.005,0.024,0.012,0.015,0.048,,,,
839.5,-0.006,0.028,0.015,0.017,0.046,,,,
840,-0.006,0.024,0.013,0.017,0.04,,,,
840.5,-0.005,0.025,0.01,0.015,0.045,,,,
841,-0.002,0.024,0.007,0.015,0.053,,,,
841.5,-0.001,0.01,0.01,0.012,0.057,,,,
842,-0.003,0.013,0.013,0.011,0.058,,,,
842.5,-0.002,0.016,0.015,0.017,0.051,,,,
843,-0.002,0.02,0.014,0.022,0.046,,,,
843.5,-0.001,0.02,0.016,0.026,0.047,,,,
844,-0.002,0.016,0.012,0.028,0.046,,,,
844.5,-0.001,0.018,0.014,0.031,0.043,,,,
845,-0.003,0.015,0.011,0.031,0.037,,,,
845.5,-0.002,0.015,0.009,0.031,0.044,,,,
846,-0.002,0.012,0.009,0.031,0.056,,,,
846.5,-0.003,0.013,0.001,0.019,0.059,,,,
847,-0.002,0.02,0.001,0.019,0.055,,,,
847.5,-0.003,0.021,0.004,0.022,0.048,,,,
848,-0.003,0.026,0.008,0.026,0.049,,,,
848.5,-0.004,0.024,0.009,0.026,0.051,,,,
849,-0.004,0.029,0.009,0.021,0.05,,,,
849.5,-0.005,0.031,0.006,0.019,0.045,,,,
850,-0.002,0.025,0.003,0.016,0.04,,,,
850.5,0,0.028,0.001,0.015,0.05,,,,
851,0.001,0.023,0.005,0.012,0.058,,,,
851.5,-0.001,0.016,0.008,0.01,0.057,,,,
852,0,0.018,0.012,0.02,0.053,,,,
852.5,-0.002,0.024,0.01,0.022,0.043,,,,
853,0,0.021,0.011,0.025,0.044,,,,
853.5,0.001,0.02,0.009,0.025,0.049,,,,
854,-0.002,0.022,0.008,0.025,0.048,,,,
854.5,-0.004,0.017,0.006,0.024,0.041,,,,
855,-0.003,0.017,0.007,0.024,0.037,,,,
855.5,-0.001,0.015,0.004,0.024,0.046,,,,
856,-0.002,0.009,-0.003,0.02,0.056,,,,
856.5,-0.003,0.013,-0.001,0.013,0.06,,,,
857,-0.002,0.018,-0.002,0.015,0.058,,,,
857.5,-0.004,0.023,-0.002,0.02,0.048,,,,
858,-0.003,0.021,-0.004,0.023,0.049,,,,
858.5,-0.005,0.023,-0.016,0.02,0.051,,,,
859,-0.004,0.021,-0.035,0.022,0.048,,,,
859.5,-0.003,0.021,-0.056,0.019,0.041,,,,
860,-0.002,0.023,-0.07,0.018,0.036,,,,
860.5,-0.001,0.02,-0.068,0.015,0.047,,,,
861,-0.002,0.021,-0.051,0.009,0.059,,,,
861.5,-0.001,0.013,-0.03,0.011,0.061,,,,
862,-0.001,0.013,-0.021,0.02,0.059,,,,
862.5,0,0.021,-0.017,0.028,0.052,,,,
863,-0.002,0.019,-0.017,0.03,0.055,,,,
863.5,-0.002,0.02,-0.028,0.03,0.056,,,,
864,0,0.018,-0.038,0.03,0.051,,,,
864.5,-0.002,0.016,-0.043,0.026,0.044,,,,
865,-0.004,0.015,-0.046,0.025,0.041,,,,
865.5,-0.004,0.011,-0.035,0.021,0.053,,,,
866,-0.006,0.011,-0.023,0.017,0.057,,,,
866.5,-0.005,0.011,-0.021,0.017,0.057,,,,
867,-0.006,0.023,-0.023,0.021,0.054,,,,
867.5,-0.006,0.024,-0.023,0.025,0.046,,,,
868,-0.008,0.025,-0.021,0.024,0.05,,,,
868.5,-0.008,0.028,-0.023,0.023,0.052,,,,
869,-0.009,0.025,-0.032,0.022,0.046,,,,
869.5,-0.009,0.027,-0.039,0.019,0.038,,,,
870,-0.008,0.024,-0.035,0.016,0.033,,,,
870.5,-0.008,0.022,-0.034,0.012,0.051,,,,
871,-0.006,0.017,-0.032,0.009,0.062,,,,
871.5,-0.005,0.013,-0.026,0.017,0.061,,,,
872,-0.007,0.023,-0.022,0.022,0.054,,,,
872.5,-0.006,0.024,-0.027,0.024,0.049,,,,
873,-0.007,0.025,-0.035,0.023,0.055,,,,
873.5,-0.006,0.021,-0.038,0.025,0.056,,,,
874,-0.009,0.018,-0.036,0.025,0.049,,,,
874.5,-0.013,0.018,-0.031,0.026,0.038,,,,
875,-0.012,0.013,-0.025,0.021,0.044,,,,
875.5,-0.011,0.014,-0.014,0.019,0.058,,,,
876,-0.009,0.006,-0.001,0.021,0.064,,,,
876.5,-0.008,0.016,0.005,0.015,0.062,,,,
877,-0.007,0.025,0.005,0.017,0.056,,,,
877.5,-0.007,0.023,0.001,0.022,0.053,,,,
878,-0.009,0.03,-0.004,0.022,0.057,,,,
878.5,-0.01,0.029,-0.01,0.021,0.056,,,,
879,-0.013,0.031,-0.006,0.019,0.049,,,,
879.5,-0.01,0.026,0.004,0.019,0.043,,,,
880,-0.01,0.022,0.008,0.015,0.053,,,,
880.5,-0.008,0.026,0.013,0.012,0.062,,,,
881,-0.007,0.023,0.014,0.015,0.067,,,,
881.5,-0.007,0.021,0.016,0.022,0.065,,,,
882,-0.007,0.019,0.005,0.025,0.059,,,,
882.5,-0.008,0.018,-0.001,0.025,0.058,,,,
883,-0.01,0.024,0.003,0.028,0.06,,,,
883.5,-0.014,0.02,0.009,0.028,0.054,,,,
884,-0.016,0.021,0.011,0.03,0.049,,,,
884.5,-0.015,,0.014,0.031,0.045,,,,
885,-0.013,,0.013,0.025,0.056,,,,
885.5,-0.011,,0.018,0.022,0.064,,,,
886,-0.01,,0.014,0.014,0.066,,,,
886.5,-0.011,,0.013,0.015,0.064,,,,
887,-0.01,,0.006,0.025,0.06,,,,
887.5,-0.011,,0.01,0.025,0.054,,,,
888,-0.012,,0.019,0.025,0.049,,,,
888.5,-0.014,,0.023,0.022,0.047,,,,
889,-0.012,,0.026,0.021,0.045,,,,
889.5,-0.012,,0.025,0.018,0.05,,,,
890,-0.011,,0.027,0.013,0.056,,,,
890.5,-0.011,,0.025,0.011,0.057,,,,
891,-0.016,,0.02,0.007,0.055,,,,
891.5,-0.044,,0.02,0.019,0.053,,,,
892,-0.058,,0.016,0.022,0.04,,,,
892.5,-0.036,,0.02,0.031,0.036,,,,
893,-0.027,,0.023,0.032,0.035,,,,
893.5,-0.025,,0.021,0.028,0.033,,,,
894,-0.024,,0.021,0.028,0.03,,,,
894.5,-0.019,,0.017,0.024,0.034,,,,
895,-0.019,,0.018,0.026,0.036,,,,
895.5,-0.022,,0.015,0.022,0.035,,,,
896,-0.024,,0.013,0.015,0.035,,,,
896.5,-0.027,,0.009,0.019,0.033,,,,
897,-0.029,,0.015,0.022,0.027,,,,
897.5,-0.029,,0.023,0.026,0.026,,,,
898,-0.028,,0.023,0.023,0.026,,,,
898.5,-0.026,,0.028,0.022,0.024,,,,
899,-0.026,,0.026,0.02,0.028,,,,
899.5,-0.03,,0.025,0.015,0.028,,,,
900,-0.031,,0.026,0.014,0.028,,,,
900.5,-0.032,,0.022,0.01,0.025,,,,
901,-0.031,,0.022,0.017,0.023,,,,
901.5,-0.027,,0.014,0.025,0.021,,,,
902,-0.027,,0.015,0.025,0.018,,,,
902.5,-0.03,,0.02,0.03,0.014,,,,
903,-0.03,,0.02,0.028,0.008,,,,
903.5,-0.026,,0.023,0.03,0,,,,
904,-0.025,,0.019,0.027,-0.023,,,,
904.5,-0.024,,0.02,0.027,-0.041,,,,
905,-0.022,,0.018,0.026,-0.034,,,,
905.5,-0.021,,0.014,0.018,-0.037,,,,
906,-0.019,,0.014,0.017,-0.051,,,,
906.5,-0.019,,0.013,0.021,-0.056,,,,
907,-0.021,,0.025,0.026,-0.041,,,,
907.5,-0.022,,0.025,0.026,-0.025,,,,
908,,,0.025,0.023,-0.04,,,,
908.5,,,0.026,0.021,-0.064,,,,
909,,,0.028,0.017,-0.055,,,,
909.5,,,0.03,0.016,-0.039,,,,
910,,,0.027,0.013,-0.035,,,,
910.5,,,0.028,0.009,-0.048,,,,
911,,,0.022,0.017,-0.049,,,,
911.5,,,0.013,0.02,-0.03,,,,
912,,,0.022,0.027,-0.005,,,,
912.5,,,0.022,0.03,0.004,,,,
913,,,0.025,0.03,0.008,,,,
913.5,,,0.023,0.028,0.021,,,,
914,,,0.02,0.027,0.033,,,,
914.5,,,0.02,0.026,0.037,,,,
915,,,0.016,0.021,0.031,,,,
915.5,,,0.015,0.021,0.037,,,,
916,,,0.01,0.022,0.043,,,,
916.5,,,0.019,0.024,0.044,,,,
917,,,0.021,0.026,0.037,,,,
917.5,,,0.019,0.024,0.037,,,,
918,,,0.023,0.025,0.048,,,,
918.5,,,0.024,0.02,0.056,,,,
919,,,0.027,0.018,0.057,,,,
919.5,,,0.028,0.017,0.052,,,,
920,,,0.025,0.014,0.047,,,,
920.5,,,0.027,0.017,0.05,,,,
921,,,0.017,0.021,0.05,,,,
921.5,,,0.017,0.027,0.046,,,,
922,,,0.023,0.03,0.04,,,,
922.5,,,0.025,0.029,0.046,,,,
923,,,0.023,0.029,0.054,,,,
923.5,,,0.02,0.028,0.059,,,,
924,,,0.02,0.03,0.058,,,,
924.5,,,0.017,0.027,0.047,,,,
925,,,0.016,0.027,0.047,,,,
925.5,,,0.013,0.027,0.052,,,,
926,,,0.01,0.024,0.051,,,,
926.5,,,0.02,0.025,0.046,,,,
927,,,0.021,0.024,0.038,,,,
927.5,,,0.025,0.024,0.047,,,,
928,,,0.027,0.024,0.059,,,,
928.5,,,0.025,0.023,0.062,,,,
929,,,0.024,0.021,0.061,,,,
929.5,,,0.023,0.016,0.049,,,,
930,,,0.024,0.013,0.048,,,,
930.5,,,0.02,0.023,0.05,,,,
931,,,0.011,0.03,0.047,,,,
931.5,,,0.016,0.031,0.04,,,,
932,,,0.018,0.028,0.036,,,,
932.5,,,0.022,0.031,0.045,,,,
933,,,0.02,0.028,0.056,,,,
933.5,,,0.02,0.031,0.058,,,,
934,,,0.018,0.033,0.053,,,,
934.5,,,0.015,0.03,0.041,,,,
935,,,0.013,0.029,0.043,,,,
935.5,,,0.009,0.022,0.046,,,,
936,,,0.01,0.023,0.045,,,,
936.5,,,0.018,0.023,0.038,,,,
937,,,0.026,0.024,0.037,,,,
937.5,,,0.03,0.023,0.049,,,,
938,,,0.025,0.02,0.058,,,,
938.5,,,0.028,0.022,0.06,,,,
939,,,0.025,0.021,0.052,,,,
939.5,,,0.027,0.023,0.044,,,,
940,,,0.026,0.029,0.051,,,,
940.5,,,0.02,0.028,0.052,,,,
941,,,0.014,0.031,0.047,,,,
941.5,,,0.015,0.032,0.039,,,,
942,,,0.025,0.035,0.04,,,,
942.5,,,0.025,0.035,0.05,,,,
943,,,0.025,0.032,0.057,,,,
943.5,,,0.021,0.03,0.057,,,,
944,,,0.017,0.031,0.056,,,,
944.5,,,0.016,0.032,0.051,,,,
945,,,0.011,0.024,0.052,,,,
945.5,,,0.011,0.022,0.05,,,,
946,,,0.01,0.023,0.046,,,,
946.5,,,0.019,0.02,0.04,,,,
947,,,0.025,0.022,0.045,,,,
947.5,,,0.027,0.019,0.054,,,,
948,,,0.031,0.02,0.058,,,,
948.5,,,0.028,0.02,0.056,,,,
949,,,0.029,0.017,0.055,,,,
949.5,,,0.027,0.015,0.052,,,,
950,,,0.023,0.017,0.053,,,,
950.5,,,0.022,0.018,0.052,,,,
951,,,0.02,0.017,0.047,,,,
951.5,,,0.021,0.018,0.041,,,,
952,,,0.022,0.02,0.044,,,,
952.5,,,0.023,0.018,0.054,,,,
953,,,0.025,0.019,0.061,,,,
953.5,,,0.021,0.018,0.064,,,,
954,,,0.019,0.018,0.062,,,,
954.5,,,0.017,0.008,0.056,,,,
955,,,0.013,0.002,0.058,,,,
955.5,,,0.012,0.007,0.053,,,,
956,,,0.008,0.008,0.048,,,,
956.5,,,0.024,0.01,0.044,,,,
957,,,0.025,0.01,0.052,,,,
957.5,,,0.026,0.01,0.057,,,,
958,,,0.03,0.011,0.058,,,,
958.5,,,0.027,0.008,0.057,,,,
959,,,0.03,0.003,0.054,,,,
959.5,,,0.025,0.006,0.05,,,,
960,,,0.029,0.011,0.052,,,,
960.5,,,0.026,0.013,0.05,,,,
961,,,0.025,0.013,0.046,,,,
961.5,,,0.026,0.015,0.046,,,,
962,,,0.024,0.012,0.054,,,,
962.5,,,0.026,0.012,0.064,,,,
963,,,0.024,0.011,0.066,,,,
963.5,,,0.025,0.006,0.065,,,,
964,,,0.021,-0.001,0.056,,,,
964.5,,,0.016,-0.002,0.055,,,,
965,,,0.016,0.004,0.056,,,,
965.5,,,0.012,0.004,0.052,,,,
966,,,0.017,0.006,0.049,,,,
966.5,,,0.022,0.006,0.049,,,,
967,,,0.023,0.006,0.056,,,,
967.5,,,0.027,0.006,0.064,,,,
968,,,0.025,0.003,0.066,,,,
968.5,,,0.03,0,0.062,,,,
969,,,0.028,0.004,0.052,,,,
969.5,,,0.027,0.006,0.048,,,,
970,,,0.028,0.01,0.05,,,,
970.5,,,0.026,0.01,0.051,,,,
971,,,0.029,0.01,0.046,,,,
971.5,,,0.026,0.007,0.048,,,,
972,,,0.025,0.004,0.052,,,,
972.5,,,0.024,0.002,0.052,,,,
973,,,0.02,-0.005,0.047,,,,
973.5,,,0.024,-0.015,0.045,,,,
974,,,0.022,-0.037,0.036,,,,
