pump,liquid,known_viscosity_cP,cycle_number,A,B,tau_normalized,tau_physical,tau,A_error,B_error,tau_normalized_error,tau_physical_error,tau_error,r_squared,rmse,cycle_duration,cycle_amplitude,time_span_normalized,time_span_physical
2-Roller Pump,F200,200.0,3,0.0008080679530849538,0.19825357733223714,0.33948063255436467,51.60105614826343,51.60105614826343,0.0021825489184135833,0.01954789659762955,0.017614611110551674,2.6774208888038546,2.6774208888038546,0.33414821352598123,0.008541678894869046,152.0,0.08399999999999999,0.9671052631578947,147.0
2-Roller Pump,F200,200.0,4,-0.005201298701298691,0.19565323756285885,0.3396174910107083,55.867077271261515,55.867077271261515,0.0030713789859392834,0.02626662687373777,0.02506712253176433,4.123541656475233,4.123541656475233,0.41061603859347673,0.012499997599853247,164.5,0.07500000000000001,0.9696048632218845,159.5
2-Roller Pump,F200,200.0,5,-0.005382251082251074,0.21944771609254718,0.3107475700747368,50.49648013714473,50.49648013714473,0.003239793671201707,0.029353887397380058,0.02196585798485061,3.569451922538224,3.569451922538224,0.3906689889189672,0.012733170241045845,162.5,0.08,0.9692307692307692,157.5
2-Roller Pump,F200,200.0,6,-0.005235930735930433,0.23503852708544182,0.2986222274358769,48.52611195833,48.52611195833,0.0030663825940772907,0.02855695576367984,0.018875041735634417,3.067194282040593,3.067194282040593,0.404123123554495,0.011894201807098388,162.5,0.079,0.9692307692307692,157.5
2-Roller Pump,F350,350.0,1,-0.005748917748917701,0.3749999999971969,0.3959765954745535,33.26203401986249,33.26203401986249,0.005999395865107579,0.048728858691958955,0.030623217190225364,2.5723502439789305,2.5723502439789305,0.5327083390812036,0.018322264540713822,84.0,0.14,0.9404761904761905,79.0
2-Roller Pump,F350,350.0,2,0.018989366030564257,0.26368831168831125,0.48676601560199445,37.480983201353574,37.480983201353574,0.0031571671118318465,0.026071965801592076,0.029316328599832783,2.2573573021871245,2.2573573021871245,0.5335682294566986,0.009725251447388271,77.0,0.139,0.935064935064935,72.0
2-Roller Pump,F350,350.0,3,-0.004982683982683973,0.34397402597402543,0.44450949436455295,36.00526904352879,36.00526904352879,0.004391089962839725,0.033801840610161976,0.027865016055537883,2.2570663004985687,2.2570663004985687,0.6480485865230144,0.013572513550615381,81.0,0.132,0.9382716049382716,76.0
2-Roller Pump,F350,350.0,4,-0.0037537343336814994,0.33179220779220725,0.4315281588626866,35.816837185602985,35.816837185602985,0.005480838215566951,0.04292132519904855,0.034777487627264084,2.886531473062919,2.886531473062919,0.5358059458829423,0.017020014788791647,83.0,0.134,0.9397590361445783,78.0
2-Roller Pump,F350,350.0,5,0.0065982868856144655,0.3074545454545449,0.46190680708389414,35.56682414545985,35.56682414545985,0.00396468123086229,0.0314940179786526,0.02957330251904939,2.277144293966803,2.277144293966803,0.5615239384792983,0.012062367692543428,77.0,0.14400000000000002,0.935064935064935,72.0
2-Roller Pump,F350,350.0,6,-0.004573160173160129,0.32763636349103537,0.4632655947839997,37.52451317750398,37.52451317750398,0.004196577433027605,0.03171459588526249,0.029325515084448663,2.375366721840342,2.375366721840342,0.6782093195919505,0.013104646832998317,81.0,0.14100000000000001,0.9382716049382716,76.0
2-Roller Pump,F350,350.0,7,-0.0040506493506493445,0.31820779220779166,0.46633703475796834,37.77329981539543,37.77329981539543,0.004219455268411281,0.03185920259027886,0.030637422577062135,2.481631228742033,2.481631228742033,0.6657942886636827,0.013195966948208841,81.0,0.14400000000000002,0.9382716049382716,76.0
2-Roller Pump,F350,350.0,8,-0.004298409592910611,0.3611948051948046,0.3923109519406752,32.75796448704638,32.75796448704638,0.006239688177993937,0.05119522912401101,0.03279663661661488,2.7385191574873424,2.7385191574873424,0.4853625814529079,0.018951915509628856,83.5,0.14100000000000001,0.9401197604790419,78.5
2-Roller Pump,F350,350.0,9,0.02374086421287153,0.21459740259740223,0.5366505402178439,41.32209159677398,41.32209159677398,0.003202294976053028,0.02649506028045901,0.041431113183340834,3.190195715117244,3.190195715117244,0.4674136251312301,0.01008215773003513,77.0,0.14,0.935064935064935,72.0
2-Roller Pump,F500,500.0,1,-0.004008658008657537,0.3223506493506444,0.4807641231583802,38.70151191424961,38.70151191424961,0.004666887169372612,0.034792753282614976,0.034728059878160855,2.7956088201919487,2.7956088201919487,0.6422839089723693,0.014656154137937746,80.5,0.136,0.937888198757764,75.5
2-Roller Pump,F500,500.0,2,-0.00524372294372293,0.35553246752666656,0.44693992447029557,35.755193957623646,35.755193957623646,0.004388725981132103,0.03369228384399441,0.02711776014733736,2.169420811786989,2.169420811786989,0.6658835729327675,0.01350082951464725,80.0,0.15000000000000002,0.9375,75.0
2-Roller Pump,F500,500.0,3,-0.004284415584415524,0.3330129870089522,0.4565947592150535,37.44077025563438,37.44077025563438,0.0043298196754574395,0.03298450769865408,0.02929256902536949,2.401990660080298,2.401990660080298,0.6582905887039732,0.01355593669643597,82.0,0.154,0.9390243902439024,77.0
2-Roller Pump,F500,500.0,4,0.0015923445175280609,0.3015584415584404,0.4847558786854582,38.05333647680847,38.05333647680847,0.004071256290844322,0.030962185438152025,0.032746706553556604,2.5706164644541936,2.5706164644541936,0.6155776082672256,0.012652163746437455,78.5,0.131,0.9363057324840764,73.5
